R,6,5,2818
R,6,5,2811
R,6,5,331
R,6,5,1283
T
R,6,5,1255
S,6,4,12,41
O,6,4,2307
N,995,6,3,15
50919,6,5
93405,6,6
42726,6,1
22247,6,9
31957,6,8
89693,6,9
85730,6,4
15955,6,8
6206,6,2
71495,6,9
47783,6,7
88391,6,4
15463,6,8
24159,6,8
64610,6,8
N,1123,6,5,16
98010,6,2
82529,6,9
13987,6,3
88269,6,7
89059,6,10
73041,6,9
63207,6,6
48742,6,9
48835,6,8
63207,6,5
68015,6,2
29389,6,9
87910,6,3
62359,6,3
51579,6,5
55853,6,7
N,755,6,4,5
20191,6,2
97831,6,8
72903,6,6
68839,6,3
23897,6,2
N,1014,6,3,13
47591,6,10
65142,6,1
6143,6,8
31266,6,3
6215,6,10
77927,6,6
10291,6,5
23963,6,6
9206,6,9
8670,6,4
96839,6,4
44129,6,6
34399,6,2
N,743,6,4,10
64763,6,2
10246,6,1
24295,6,8
24279,6,10
27047,6,8
89301,6,8
22498,6,6
73249,6,3
23751,6,7
57041,6,2
N,258,6,5,11
98022,6,2
65110,6,5
22716,6,5
63204,6,5
97767,6,4
15560,6,9
52839,6,2
48799,6,5
89826,6,3
24225,6,1
20190,6,5
N,632,6,4,11
65249,6,4
89827,6,1
32485,6,7
19419,6,5
48851,6,1
36551,6,7
64671,6,10
69087,6,6
97367,6,7
89251,6,1
89687,6,8
N,2263,6,4,9
93015,6,3
15523,6,2
37016,6,9
11019,6,4
30215,6,3
55006,6,8
17511,6,7
40599,6,9
28351,6,7
N,2243,6,4,18
45471,6,6
38391,6,7
79333,6,10
87271,6,9
95825,6,6
52967,6,7
20199,6,10
48095,6,5
32315,6,10
2115,6,5
16062,6,9
40643,6,2
47813,6,3
15419,6,2
97943,6,1
57015,6,3
6208,6,4
38462,6,4
N,1280,6,4,16
48861,6,3
76959,6,3
73310,6,7
73443,6,3
65239,6,3
72861,6,10
52967,6,6
16070,6,9
15879,6,9
97948,6,4
94869,6,5
72897,6,9
81591,6,1
72377,6,8
56519,6,2
24031,6,3
N,1647,6,4,15
6149,6,3
84674,6,2
48611,6,4
76005,6,4
80045,6,3
55781,6,4
39551,6,10
53973,6,9
57061,6,1
48859,6,10
19591,6,8
22245,6,8
73383,6,5
31134,6,6
72871,6,1
N,1248,6,4,13
4903,6,7
40647,6,1
40410,6,10
48871,6,6
92819,6,8
14183,6,7
4003,6,4
32478,6,8
13026,6,7
68447,6,10
24167,6,3
94816,6,5
89725,6,2
N,2163,6,3,8
61154,6,2
46302,6,5
48326,6,6
4166,6,7
58,6,5
77269,6,9
77159,6,4
14551,6,8
N,1219,6,4,16
97445,6,8
44751,6,4
20069,6,5
52708,6,7
72295,6,6
65157,6,10
18103,6,6
20711,6,3
48786,6,8
30858,6,5
85733,6,2
5076,6,8
65235,6,3
60623,6,9
24147,6,8
77223,6,8
N,2288,6,4,11
64231,6,3
32487,6,1
81635,6,9
89315,6,2
57063,6,10
92773,6,10
76255,6,3
19171,6,2
15901,6,2
81126,6,4
64087,6,6
N,235,6,4,5
56023,6,8
43527,6,6
21983,6,3
16079,6,8
30415,6,5
N,950,6,5,13
6139,6,7
73445,6,3
24287,6,1
6087,6,8
45747,6,4
60095,6,10
61943,6,7
80551,6,6
56167,6,7
38415,6,2
94758,6,10
6086,8,1
32487,6,9
N,2231,6,4,11
48791,6,2
10647,6,3
48871,6,7
72851,6,4
82001,6,10
12934,6,1
14047,6,2
56735,6,7
13015,6,9
49121,6,3
86146,6,1
N,1999,6,4,9
19495,6,10
73411,6,4
6214,6,5
31323,6,9
35847,6,3
88031,6,9
20630,6,2
4135,6,3
54981,6,5
N,330,6,4,14
81127,6,8
46710,6,6
73383,6,5
45799,6,6
56039,6,10
65253,6,9
85591,6,1
73431,6,5
80739,6,8
79293,6,9
94759,6,10
52942,6,3
16087,6,2
55007,6,8
N,1951,6,5,16
80477,6,10
9447,6,3
32218,6,3
45783,6,4
96871,6,2
95975,6,9
95877,6,3
56543,6,8
85471,6,7
87735,6,9
63717,6,7
56967,6,2
6069,6,4
6213,6,4
20167,6,6
46307,6,1
N,323,6,4,13
7974,6,6
87533,6,6
73191,6,3
29127,6,5
48078,6,2
77719,6,3
53983,6,9
97271,6,5
20135,6,6
6053,6,1
44757,6,10
73179,6,1
96959,6,2
N,1242,6,3,11
39463,6,7
46557,6,8
56899,6,8
39297,6,1
73373,6,4
39099,6,1
52899,6,2
48727,6,9
56039,6,9
70999,6,1
36067,6,3
N,2785,6,5,6
38166,6,10
6189,6,4
89311,6,8
12519,6,7
32472,6,7
46698,6,4
N,73,6,4,11
43540,6,2
60127,6,4
93639,6,4
93893,6,3
73383,6,2
31196,6,2
87874,6,7
65223,6,9
39371,6,3
16103,6,1
48357,6,10
N,1490,6,4,6
80870,6,7
80374,6,4
90822,6,10
15845,6,3
22999,6,8
22887,6,5
N,995,6,3,19
59075,6,9
17599,6,1
48838,6,4
9285,6,1
92455,6,2
72550,6,9
30047,6,4
14871,6,4
47591,6,10
45775,6,3
83607,6,7
9925,6,7
29415,6,9
56766,6,6
36582,6,8
71793,6,4
73447,6,6
10790,10,2
83671,6,6
N,1661,6,5,8
89319,6,3
97911,6,4
46437,6,8
93383,6,7
57039,6,8
64469,6,6
24008,6,1
31455,6,1
N,2819,6,5,13
43743,6,10
24279,6,4
49734,6,6
63150,6,3
38607,6,10
48359,6,7
46727,6,8
4162,6,5
80548,6,1
72807,6,3
15574,6,6
56551,6,3
32916,6,8
N,326,6,4,19
56774,6,1
95367,6,3
64039,6,2
21169,6,9
55751,6,9
60881,6,6
72039,6,9
77526,6,1
15589,6,9
48847,6,10
77479,6,9
7667,6,9
57019,6,4
72830,6,10
47972,6,3
81634,6,1
4153,6,2
23768,6,10
55495,6,1
N,1271,6,5,6
56413,6,1
73054,6,5
9957,6,3
98006,6,5
52415,6,5
7961,6,8
N,1218,6,3,8
48061,6,1
1803,6,6
13826,6,2
6146,6,9
10909,6,7
15941,4,7
40583,6,8
75223,6,3
N,2159,6,3,7
65242,6,8
68581,6,5
56163,6,1
26342,6,6
73285,6,5
73425,6,5
29223,6,6
N,71,6,5,18
72423,6,7
85602,6,6
63207,6,7
38621,6,9
31843,6,4
75424,6,2
81571,6,10
89831,6,10
89495,6,8
89313,6,1
74198,6,9
19059,6,9
69285,6,8
79838,6,1
7931,6,8
30171,6,3
15059,6,3
26275,6,7
N,325,6,4,16
89204,6,5
80871,6,5
78960,6,8
97503,6,7
22562,6,9
52967,6,4
19943,6,3
95319,6,2
77494,6,9
23330,6,1
88805,6,2
80482,6,10
56983,6,2
84926,6,9
44756,6,6
22994,6,9
N,251,6,5,9
56868,6,8
58835,6,10
48807,6,3
44384,6,6
87623,6,2
32443,6,2
15815,6,3
80575,6,3
62310,6,2
N,2115,6,5,9
47847,6,6
47511,6,8
98019,6,10
84711,6,6
32354,6,3
24769,6,10
23763,6,4
31925,6,8
98007,6,4
N,2177,6,5,11
84327,6,6
46743,6,2
81619,6,8
31967,6,5
77273,6,2
6135,6,2
97380,6,3
70850,6,7
56934,6,6
69799,6,7
40420,6,3
N,299,6,4,19
72422,6,2
54503,6,8
48354,6,2
32470,6,2
32470,6,5
6177,6,4
73383,6,5
15445,6,6
46819,6,10
46695,6,10
98020,6,9
1607,6,2
80519,6,5
56535,6,2
97886,6,5
63829,6,4
56544,6,10
71910,6,9
97347,6,7
N,1255,6,4,10
6179,6,2
12103,6,3
32479,6,2
29406,6,7
1013,6,5
32345,6,1
85395,6,4
40589,6,2
15767,6,6
11027,6,3
N,331,6,4,15
16031,6,4
75298,6,1
95759,6,4
46639,6,5
37207,9,8
4791,6,5
48722,6,5
36055,6,9
40551,6,2
81511,6,6
14567,6,7
73415,6,5
81503,6,1
99213,6,5
51287,6,6
N,235,6,4,10
73443,6,5
24103,6,10
81607,6,9
73023,6,7
40679,6,9
32343,6,4
47735,6,3
79580,6,1
58838,6,4
80102,6,2
N,266,6,5,18
94163,6,8
93927,6,3
28053,6,8
89173,6,1
48061,6,7
75216,6,8
53917,6,3
14951,6,1
93927,6,3
80911,6,9
64096,6,10
36487,6,4
56255,6,4
40155,6,5
5638,6,6
73445,6,3
57011,6,1
16068,6,4
N,771,6,3,20
48102,6,5
46599,6,1
69270,6,2
24014,6,8
65222,6,10
48807,6,5
54247,6,4
15463,6,4
61414,6,9
95671,6,1
98022,6,9
12359,6,8
24087,6,5
13927,6,7
1247,6,2
27623,6,10
23750,6,4
46805,6,4
15971,6,6
5151,6,1
N,2255,6,4,12
95582,6,8
9350,6,6
97511,6,10
96935,6,5
24037,6,8
72339,6,3
64213,6,7
55015,6,2
42703,6,7
32461,6,9
98011,6,5
97447,6,5
N,183,6,4,6
76135,6,5
14404,6,7
16037,6,2
31904,6,4
93479,6,5
93071,6,5
N,262,6,3,12
14055,6,5
