O,3,9,1280
P,3,10,1013,511.98
P,3,8,2943,1905.44
P,3,10,979,3133.89
P,3,10,2295,2739.44
P,3,8,2467,4246.11
P,3,8,2231,1787.12
P,3,10,609,1681.28
P,3,8,2175,696.61
P,3,9,1282,2957.83
P,3,8,2017,3734.48
P,4,3,259,649.73
P,3,10,1775,3130.39
P,3,10,1275,2781.03
P,3,10,1233,215.95
P,3,9,1795,3476.56
P,3,9,2235,2709.76
P,3,9,2172,2924.67
P,3,10,955,4634.77
P,3,8,331,3406.51
D,3,6
N,2179,3,8,20
78543,3,9
79421,3,3
73191,3,6
40535,3,4
89831,3,3
36303,3,6
56977,3,6
54727,3,7
88775,3,8
6158,3,4
60370,3,7
88255,3,10
73334,3,6
65215,3,5
24165,3,5
65254,3,1
21981,3,10
77247,3,7
72038,3,3
32477,3,9
P,3,9,1919,2174.56
P,3,9,1763,628.64
T
P,3,8,1251,3804.34
N,327,3,10,15
94791,3,1
56487,3,4
78053,3,7
97767,3,3
46816,3,1
6199,3,6
27361,3,8
19686,3,2
21149,3,10
96993,3,8
46559,3,3
97767,3,7
5956,3,8
95910,3,1
39895,3,7
N,2279,3,9,6
6198,3,9
95895,3,4
52949,3,5
19871,3,4
15875,3,1
81639,3,5
N,2871,3,9,9
44628,3,4
9268,3,9
54757,3,2
40679,3,7
48829,3,10
3103,3,1
97639,3,1
11365,3,7
85159,3,4
N,297,3,8,17
14053,3,8
89815,3,5
81551,3,1
97695,3,9
47843,3,5
41677,3,1
6205,3,10
11699,3,1
79207,3,8
83623,3,4
87270,3,3
52877,3,2
15591,3,10
24071,3,3
24271,3,10
80449,3,10
32415,3,4
N,1795,3,8,20
15842,3,5
87507,3,7
15709,3,1
72919,3,9
56991,3,8
93754,3,6
48455,3,5
72420,3,2
52455,3,10
56991,3,1
12359,3,9
87551,3,9
81639,3,6
98007,3,2
39845,3,5
81635,3,2
63163,3,2
28287,3,3
56551,3,2
62683,3,8
N,2307,3,8,12
39631,3,3
4902,3,7
29279,3,7
32423,3,8
16055,3,5
10739,3,1
16090,3,6
48343,3,8
73175,3,7
79455,3,6
80583,3,8
67815,3,4
N,2307,3,8,17
11474,3,3
63958,3,5
79013,3,3
39493,3,10
60327,3,7
48567,3,10
64997,3,8
23236,3,5
11988,3,10
47772,3,10
85671,3,7
4934,3,10
58835,3,6
23639,3,7
54325,3,7
31067,3,6
56887,3,3
N,2751,3,8,14
86503,3,1
98023,3,9
69351,3,8
12069,3,3
23316,3,1
40516,3,7
46491,3,2
92545,3,3
57037,3,8
13343,3,3
38543,3,7
81503,3,5
43391,3,2
47335,3,1
N,2033,3,8,7
55664,3,5
57045,3,2
6191,3,6
19100,3,1
48807,3,9
9407,3,9
4146,3,2
N,1281,3,8,8
1091,3,10
98007,3,5
89053,3,6
95974,3,8
97767,3,8
5191,3,1
97511,3,10
97495,3,3
N,2290,3,8,20
8256,3,2
39599,3,6
48869,3,7
92997,3,1
37542,3,4
93699,3,1
23842,3,5
40645,3,2
89574,3,5
32383,3,3
48867,3,4
64391,3,6
14047,3,9
40098,3,8
48735,3,1
73350,3,7
11966,3,10
64967,3,2
3910,3,1
71383,3,9
N,1602,3,10,14
61157,3,1
5671,3,3
24212,3,7
97983,3,4
72325,3,7
35813,3,2
19847,3,8
45631,3,10
24259,3,9
73174,3,9
20007,3,4
4486,3,7
97503,3,3
38238,3,7
N,2251,3,9,9
40158,3,4
73411,3,5
39654,3,4
47139,3,10
18135,3,6
48725,3,1
95677,3,2
40643,4,1
38119,3,3
N,1918,3,9,10
72862,3,10
88666,3,10
80931,3,3
50766,3,1
20118,3,9
14038,3,4
44646,3,9
27989,3,6
30407,3,5
51303,3,3
N,1152,3,10,8
65254,3,4
12007,3,3
38311,3,4
11751,3,4
40146,3,3
21463,3,6
10967,3,4
69079,3,3
N,1251,3,9,12
43231,3,3
56550,3,4
48418,3,3
40627,3,9
44775,3,1
24295,3,9
13029,3,4
5159,3,4
70821,3,1
56989,3,4
60959,3,8
57055,3,3
N,1248,3,8,15
5701,3,1
48281,3,4
95716,3,10
24198,3,6
48821,3,8
71398,3,5
72391,3,8
43197,3,1
61031,3,10
9863,3,2
32317,3,2
60131,3,1
47334,3,8
48094,3,2
