O,3,6,511
O,3,7,1793
P,3,6,1283,1128.14
P,3,6,323,4429.67
P,3,6,2142,2623.56
P,3,7,1106,2236.23
P,3,6,2193,616.57
P,3,6,2739,1572.16
P,3,7,2049,437.88
P,3,7,3,3271.56
P,3,7,2946,1149.08
P,3,7,1022,1745.75
P,3,7,2097,1684.21
P,3,6,707,4335.01
P,3,6,623,4042.58
P,3,6,2300,3970.43
P,3,6,2818,1035.53
P,9,9,1981,3169.09
P,3,7,2561,2716.4
P,3,7,2042,876.82
P,3,7,2186,2609.98
P,2,8,2275,384.7
P,3,7,1267,2692.79
P,3,6,2690,3141.83
P,3,7,2527,271.21
P,3,6,1281,3859.42
P,3,6,2783,2371.77
T
O,3,7,770
P,3,7,42,810.98
P,3,6,667,4009.77
P,3,6,2743,1057.82
P,3,6,2236,642.65
P,3,7,1219,4266.05
P,4,5,1279,2910.29
P,3,6,134,336.48
P,3,6,2235,4660.02
P,3,7,643,4497.5
P,10,3,1283,694.97
N,1280,3,7,9
78930,3,3
48869,3,4
5638,3,5
60641,3,2
95846,3,5
47814,3,2
43460,3,3
89831,3,9
52930,3,4
N,1665,3,6,19
96903,3,10
56535,3,9
89603,3,8
56483,3,6
24255,3,9
23942,3,10
86246,3,1
96967,3,8
55975,3,7
57061,3,9
35491,3,5
55523,3,8
4662,3,6
20091,3,6
88803,3,8
80551,3,8
56883,3,7
59623,3,2
99815,3,5
N,1987,3,7,5
63191,3,10
65127,3,9
48871,3,7
15542,3,2
85473,3,7
N,282,3,6,14
6182,3,2
77414,3,7
73311,3,6
97503,3,7
46607,3,6
71646,3,6
14654,3,2
2819,3,10
56535,3,10
29283,3,10
14055,3,10
89794,3,4
2085,3,6
72326,3,7
N,2287,3,7,13
4930,3,5
97923,3,4
56984,3,2
89747,3,8
23011,3,2
32487,3,1
17110,3,7
46823,3,6
96967,3,2
89830,3,8
89747,3,2
31964,3,10
97507,3,7
N,1265,3,6,13
94723,3,7
4038,3,10
80606,3,9
1830,3,9
83943,3,2
89302,3,2
69348,3,10
26149,3,5
22691,3,3
73189,3,8
71367,3,4
81371,3,1
50147,3,9
D,3,10
P,2,3,2249,2938.87
P,3,7,326,477.77
D,3,1
D,3,8
D,3,6
D,3,8
N,1795,3,7,19
46758,3,2
32157,3,5
57027,3,4
48454,3,5
8192,3,8
26711,3,6
31615,3,8
65223,3,8
50391,3,7
89287,3,2
88271,3,7
80839,3,2
88994,1,7
30311,3,6
59082,3,8
81611,3,6
24213,3,8
62118,3,5
69223,3,6
N,760,3,7,9
24295,3,6
34501,3,4
40668,3,5
36541,3,10
67,3,6
34023,3,10
95685,3,8
48765,3,8
98019,3,7
T
T
N,2736,3,7,13
5575,3,10
63170,3,9
56547,3,7
16070,3,2
24039,3,4
69127,3,1
61126,3,9
15591,3,4
12791,3,7
69604,3,4
48330,3,6
56401,3,3
97999,3,2
N,721,3,6,17
50907,3,5
6118,3,10
62631,3,2
14739,3,9
98022,3,10
95963,3,7
13621,3,1
95869,3,7
24149,3,9
67302,3,5
92743,3,1
31655,3,2
32447,3,4
40133,3,1
98471,3,5
30919,3,2
43427,3,7
N,760,3,7,10
18835,3,7
73319,3,1
89022,3,3
64786,3,9
89751,3,1
48614,3,5
56934,3,1
56007,3,6
48342,3,4
10938,3,3
N,2049,3,7,15
57034,3,9
46055,3,8
16095,3,10
40644,3,8
98019,3,7
5659,3,4
16069,3,10
72839,3,2
79898,3,7
81505,3,4
43233,3,10
4143,3,2
63959,3,5
73055,3,3
97697,3,3
P,3,7,642,2624.67
P,1,3,387,3620.09
N,2305,3,7,17
15527,3,2
33190,3,7
65245,3,6
74983,3,6
51159,3,1
49094,3,5
96975,3,10
95931,3,9
14043,3,7
5439,3,7
9959,3,8
19939,10,3
52039,3,2
44635,3,7
32021,3,1
41539,3,3
39861,3,3
N,2039,3,7,17
44621,3,5
13477,3,1
6199,3,6
98007,3,7
39702,3,5
29647,3,5
81494,3,5
97878,3,8
85407,3,6
23779,3,8
47698,3,8
40417,3,2
77527,3,10
81630,3,4
47688,3,10
48219,3,6
28391,3,6
D,3,3
D,3,5
N,2307,3,7,13
96743,3,9
73446,3,2
15975,3,8
29927,3,6
97979,3,4
13263,3,1
68929,3,3
97952,3,4
19047,3,2
72421,3,3
30210,3,7
32255,3,8
40010,3,5
N,311,3,6,17
52835,3,10
24011,3,8
42663,3,5
81574,3,4
41607,3,8
42563,3,10
64950,3,9
97637,3,10
12342,3,6
23206,3,5
86743,3,4
72389,3,9
46815,3,5
85213,3,9
2021,3,10
24510,3,8
76775,3,3
N,1277,3,6,16
72935,3,1
62951,3,7
56550,3,5
98023,3,3
22597,3,2
85222,3,2
78351,3,1
40359,3,8
75939,3,5
22039,3,8
73431,3,3
73390,3,8
68070,3,7
24166,3,1
50908,3,5
2947,3,6
N,2287,3,6,10
89751,3,1
47973,3,8
5183,3,1
71396,3,10
94907,3,2
73383,3,9
6181,3,4
89299,3,8
89767,3,1
66791,3,4
N,883,3,6,17
81343,3,7
24135,3,7
32359,3,1
55975,3,5
30437,3,5
81631,3,8
79543,3,1
77531,3,7
92838,3,5
6135,1,8
31399,3,5
39287,3,8
48325,3,3
88546,3,1
923,3,4
97767,3,1
97638,3,6
N,122,3,7,10
93727,3,1
1601,3,9
88774,3,5
3079,3,7
23271,3,10
95935,3,10
44357,3,8
88271,3,2
1511,3,7
55235,3,6
P,3,6,168,4003.97
P,3,6,2641,2124.78
P,3,6,1025,4844.6
P,3,7,2179,3829.76
P,9,4,75,658.33
P,3,6,766,2946.4
P,3,7,1267,3448.12
P,3,7,1730,2300.7
P,9,8,1279,829.0
P,3,6,539,2425.3
P,3,7,11,4649.77
P,3,7,811,1532.97
P,3,7,2817,1308.68
P,3,7,2273,2913.91
P,3,6,1283,108.4
P,3,7,2286,110.52
P,3,7,930,4904.46
P,3,7,1283,4603.44
P,3,7,330,3509.38
P,3,6,1151,779.05
P,3,6,2819,3825.75
P,3,7,1863,3864.97
P,3,7,316,4230.72
P,3,6,1090,3376.43
P,3,7,2210,691.42
P,3,6,323,4531.61
P,3,6,1137,3116.84
P,8,10,2106,770.49
P,7,9,962,4293.92
P,3,7,2530,2062.82
P,3,7,51,4208.1
P,3,7,1510,1277.98
P,3,6,514,3628.31
P,3,7,1234,4856.56
P,3,7,264,281.34
P,3,7,2229,2998.47
P,3,7,1023,1294.08
P,3,7,765,2405.73
P,10,7,1147,2919.12
P,3,7,374,3886.29
P,3,6,2051,2377.64
P,3,6,1151,829.97
P,3,7,1785,1874.47
P,3,7,2303,1345.55
P,3,7,2945,4862.09
N,1784,3,6,15
18150,3,7
46039,3,1
19419,3,8
11671,3,3
89249,3,9
33703,3,4
97874,3,10
27299,3,7
81379,3,4
43459,3,1
14025,3,5
48603,3,1
75491,3,2
33895,3,5
14775,3,8
T
P,3,7,994,1378.69
N,2307,3,6,8
73382,3,5
48766,3,6
65251,3,3
83498,3,10
14951,3,1
69273,3,9
95971,3,6
32486,3,2
P,3,6,2239,844.56
P,4,5,75,2690.87
P,3,6,1791,904.0
P,3,7,2999,2510.8
P,10,2,265,1278.29
P,3,7,2819,757.02
P,3,6,1731,508.34
P,3,6,2307,4076.4
P,8,8,2301,444.24
P,3,7,203,352.33
P,10,5,1264,2163.47
P,3,7,2583,2992.76
P,3,6,1913,2313.23
P,3,7,2291,3730.28
P,3,6,2107,4564.83
P,3,6,2171,852.4
P,3,6,707,3614.65
P,3,7,1261,654.69
P,3,6,1081,4336.68
P,3,7,1283,2124.22
