N,75,9,9,7
81383,9,5
96219,9,6
87583,9,3
48669,9,10
15954,9,4
14031,9,1
31463,9,8
N,2761,9,9,8
48667,9,3
32231,9,10
26293,9,1
16054,9,5
45927,9,9
48823,9,5
46775,9,10
64742,9,8
N,2562,9,9,19
71199,9,5
44263,9,6
81605,9,1
96800,9,7
70835,9,2
72377,9,10
97623,9,6
21475,9,1
22215,9,3
93863,9,4
56039,9,9
32358,9,6
95975,9,5
70126,9,9
95823,9,2
81089,9,3
73406,9,6
1813,9,4
88663,9,4
N,1150,9,9,19
97447,9,2
56548,9,6
31436,9,2
79175,9,1
14870,9,4
55895,9,5
93764,9,7
32471,9,3
93337,9,10
72895,9,10
27571,9,3
58836,9,10
48870,9,1
24157,9,1
73127,9,8
73303,9,1
20132,9,7
39132,9,1
13031,9,3
N,257,9,8,5
72295,9,9
89239,9,10
88099,9,4
1989,9,9
71883,9,6
N,1138,9,8,13
2105,9,3
47586,9,10
64473,9,10
15910,9,6
81127,9,1
24163,9,1
48731,9,7
79587,9,9
89563,9,4
32231,9,7
99775,9,5
40679,9,4
40678,9,1
N,1115,9,10,15
20103,9,8
32391,9,8
85670,9,7
28383,9,7
55014,9,8
79263,9,4
92645,9,10
73111,9,2
40149,9,1
97621,9,10
93911,9,6
40399,9,9
1607,9,4
71396,9,3
48129,9,2
N,291,9,8,7
65244,9,9
30405,9,6
47780,9,3
20199,9,9
79591,9,3
46439,9,5
78566,9,2
N,227,9,9,17
89791,9,6
18622,9,6
50582,9,3
79590,9,3
22950,9,7
5954,9,4
62861,9,4
37351,9,2
20951,9,10
5295,9,4
88575,9,6
64742,9,2
56535,9,2
55757,9,3
9639,9,9
98019,9,1
15033,9,6
N,2177,9,9,20
89812,9,1
27336,9,10
5484,9,2
20179,9,3
43335,9,9
4934,9,9
45765,9,7
32291,9,10
5325,9,2
48487,9,7
48725,9,10
15582,9,1
71106,9,9
44775,9,9
80283,9,2
11921,9,1
15591,9,3
46823,9,10
56915,9,8
36583,9,9
N,1411,9,10,11
96894,9,8
67685,9,8
40167,9,7
44731,9,5
69262,9,1
72839,9,2
97938,9,6
57047,9,3
23749,9,2
5511,9,6
54887,9,2
D,9,1
D,9,4
D,9,6
D,9,6
D,9,3
D,9,4
D,9,2
D,9,4
N,1151,9,10,16
32486,9,1
3969,9,2
54714,9,8
89650,9,8
57062,9,8
56292,9,10
93911,9,8
15847,9,9
81567,9,3
66695,9,7
2246,9,7
32466,9,7
32486,9,9
93926,9,3
93785,9,7
12757,9,9
D,9,1
D,9,5
D,9,4
D,9,3
D,9,1
D,9,10
D,9,8
D,9,7
D,9,3
P,9,8,706,4946.16
D,9,4
D,9,10
D,9,5
P,9,10,2243,3998.45
P,9,10,329,1334.78
P,9,9,323,222.14
P,9,9,1154,1051.97
P,9,10,2281,1028.35
P,9,8,2203,2660.57
P,9,9,203,1207.93
P,9,8,1251,149.14
P,9,9,2243,18.99
P,9,10,1870,2186.39
P,9,9,2073,410.83
P,9,8,1265,4250.9
P,9,8,1155,4674.39
P,9,8,250,3428.13
P,9,8,267,4019.65
P,9,9,1827,3385.15
P,8,5,2288,499.17
P,9,10,674,2677.31
P,9,9,1787,991.69
P,9,10,331,1530.3
P,4,7,1537,3093.22
P,9,10,2049,3449.24
P,9,10,73,3515.24
P,9,9,1021,3048.05
P,9,10,995,1896.73
P,9,8,259,3720.21
P,9,8,1218,2701.62
P,9,9,2159,2488.1
P,9,9,1179,2857.01
P,9,10,186,837.54
P,5,4,1135,137.31
P,9,8,771,4191.38
P,9,8,2795,3808.06
P,9,8,2170,2950.42
P,9,8,975,2937.82
P,9,8,2051,1469.57
P,9,8,754,465.68
P,9,9,1283,2279.21
P,9,10,323,80.12
P,9,10,2273,4452.86
P,9,9,2275,4528.81
P,9,9,1283,3176.51
P,9,9,331,2075.3
P,9,9,956,3709.62
P,9,8,771,3590.25
P,1,7,1747,4241.16
P,9,8,73,4935.95
P,9,8,2563,649.4
P,9,10,330,4207.92
P,3,8,315,4962.13
P,9,9,2170,1021.26
P,9,9,2241,3174.96
P,4,3,192,4853.12
P,9,9,1154,1407.66
P,9,10,2551,4916.83
P,9,9,2305,4286.54
P,9,10,2155,830.81
P,9,8,326,3588.0
P,9,8,1210,2498.19
P,9,8,201,4912.98
P,5,8,23,2129.26
P,3,8,251,1099.19
P,4,9,275,1996.01
P,7,3,2294,3703.85
P,9,8,771,4346.64
P,9,8,2945,4613.6
P,2,8,2753,3058.54
P,9,9,2302,3961.57
P,9,10,1131,1461.87
P,2,8,1761,2491.7
P,9,9,1247,1401.47
P,6,3,2131,1910.29
P,9,10,1282,515.98
P,9,8,2226,2300.03
P,6,1,1027,3317.37
P,9,10,879,1527.72
P,9,9,331,3299.04
P,9,8,1282,1273.66
P,9,8,2977,4697.85
P,8,3,71,874.0
P,9,9,763,13.72
P,10,9,2797,3120.19
P,6,6,1132,4644.29
P,9,8,2273,135.28
P,9,9,2268,4361.32
P,9,9,171,4150.37
P,9,10,551,1569.31
P,9,10,1283,1326.94
P,9,9,2305,2146.28
P,9,8,329,3842.09
P,9,8,2022,3097.18
P,9,10,331,2171.06
P,1,4,2299,3515.69
P,9,8,2303,656.31
P,9,8,295,3237.75
P,9,10,767,2384.65
P,9,10,2555,1915.05
P,9,10,69,825.07
P,9,10,1170,1188.77
P,7,2,1251,1344.35
P,9,8,207,3513.69
P,9,9,185,910.13
P,9,10,765,2193.48
P,9,10,1283,3676.22
P,5,3,715,1849.34
P,8,2,1281,2368.54
P,9,10,1506,2663.38
P,9,8,2033,2667.05
P,9,8,2243,329.51
P,9,9,687,2006.77
P,9,9,262,2450.35
P,9,9,2036,2670.37
P,9,8,2474,236.07
P,9,9,2529,2804.41
P,9,8,1283,1940.1
P,9,10,2799,509.25
P,9,10,1279,3215.45
P,9,8,1167,1072.86
P,9,9,2944,1856.84
P,9,8,118,4853.03
P,9,8,1283,4438.92
P,9,9,1027,3302.48
P,9,8,267,2355.14
P,9,10,1235,633.4
P,1,1,295,1588.19
P,9,8,331,2510.82
P,9,8,11,4439.61
P,5,2,2138,3666.27
P,9,9,8,2349.59
P,9,10,2307,1482.03
P,9,10,819,2423.02
P,9,8,267,3815.6
P,9,8,766,4383.35
P,9,10,635,3345.37
P,9,8,1529,1124.33
P,9,10,1713,4272.93
P,9,9,198,4800.09
P,9,10,2946,309.77
P,9,9,1151,2638.49
P,9,9,1795,3923.34
P,9,8,2995,256.68
P,7,2,2179,11.6
P,9,9,115,2249.86
P,9,8,1755,4841.83
P,9,9,2179,3340.36
P,9,10,1539,4622.17
P,9,9,1283,20.25
P,9,8,2306,949.27
P,9,9,1279,39.02
P,9,9,1023,1985.94
P,9,8,2751,4634.5
P,9,8,1274,2012.48
P,9,8,1779,2309.97
P,9,8,313,52.27
P,9,10,298,2935.14
P,9,9,1027,83.09
P,9,9,2291,4692.61
P,9,8,1155,332.58
P,9,8,1763,1348.26
P,10,6,2147,1787.75
P,9,8,2791,1402.88
P,9,8,326,1924.33
P,9,10,10,2452.69
P,9,8,1122,1722.66
P,9,8,1138,3211.77
P,9,9,635,4676.25
P,9,8,251,409.34
P,9,10,2307,771.76
P,9,10,1659,4808.13
P,1,1,2295,4212.04
P,9,9,1009,899.88
P,9,10,10,452.36
P,9,9,214,1848.64
P,5,9,2627,3836.42
P,9,10,295,1079.68
P,9,8,311,2886.55
P,9,10,1539,4149.63
P,9,9,1145,2079.74
P,9,8,2577,3293.79
P,9,8,315,537.77
P,9,10,235,454.66
P,9,9,171,93.24
P,2,2,294,771.33
P,9,9,1219,3673.15
P,6,7,321,2343.64
P,9,9,2787,4794.46
P,9,8,1123,4683.13
P,9,8,1273,1667.59
P,9,10,735,265.1
P,9,10,2303,2744.68
P,9,8,1785,3513.73
P,9,10,1147,796.38
P,9,10,2169,2659.12
P,3,8,2289,3423.32
P,9,10,10,1163.77
P,9,9,2305,4963.23
P,9,9,1259,1834.71
P,10,9,66,1064.43
P,9,9,2811,2198.63
P,9,9,2723,2246.44
P,9,9,1251,1646.55
P,9,10,269,946.65
P,9,10,2689,1357.21
P,6,10,2811,1649.21
P,9,9,1243,1915.72
P,9,8,1954,4566.25
P,7,7,130,2500.21
P,9,10,2179,1548.15
P,9,8,2291,2415.67
P,9,10,1024,1814.35
P,9,10,2134,2837.32
P,7,8,1027,2763.6
P,9,8,1667,1483.37
P,2,5,235,1647.51
P,9,10,193,698.94
P,9,10,379,1817.5
P,9,10,1239,2125.45
P,9,10,1922,29.71
P,9,9,1235,4333.79
P,8,5,2131,645.07
P,9,8,2282,4395.99
P,9,8,1314,1959.5
P,9,10,2203,4042.84
P,9,9,1282,2949.8
P,9,9,2241,653.8
P,9,10,2243,1434.0
P,9,10,329,3305.84
P,9,9,2563,3731.38
P,9,10,1778,1351.09
P,9,10,2290,1724.1
P,1,5,1042,193.01
P,9,9,2877,4494.34
P,9,9,985,982.79
P,9,9,759,2660.26
P,9,9,165,2210.67
P,9,8,2299,4899.14
P,9,8,435,1415.02
P,9,10,2051,1435.6
P,9,9,2274,4985.69
P,3,1,315,2205.8
P,10,3,2015,2026.32
P,9,10,299,4629.17
P,9,9,2786,4225.33
P,9,9,289,667.84
P,9,9,1113,2931.84
P,9,9,317,3515.43
P,9,9,1483,1014.76
P,9,9,2883,4812.43
P,9,8,2819,2058.78
P,9,8,1234,3348.84
P,9,9,331,4802.88
P,9,10,2554,449.78
P,9,9,1473,97.9
P,9,9,2285,4128.86
P,9,8,319,2876.62
P,9,8,2297,4516.78
P,9,9,2017,1659.81
P,9,10,130,3048.82
P,9,10,1274,3062.94
P,9,9,2801,2929.54
P,9,10,299,3836.78
P,9,10,1283,3366.23
P,9,8,2298,2919.6
P,9,10,1147,70.7
P,9,10,1282,1011.39
P,6,10,2243,273.61
P,1,7,1379,2662.44
P,4,5,1283,2278.44
P,9,9,2785,2701.13
P,9,9,770,1783.95
P,2,8,2177,1153.46
P,9,8,1272,1931.2
P,9,10,2259,2581.13
P,9,10,1019,4889.99
P,9,8,310,4186.75
P,9,10,1773,1675.01
P,9,10,1219,2901.32
P,9,9,2305,35.51
P,9,9,178,1876.41
